0,1762,8213,29582,36446,43111,46925,51383,59836,67120,73742,75214,75430,75491,75503,75503
11,1967,11484,40889,50080,59729,66797,73001,85868,96707,107362,109616,109977,110129,110145,110145
12,1918,7930,28204,34703,41036,44537,49044,57651,65215,71612,72951,73136,73170,73187,73187
13,1729,6908,24664,30894,36698,39584,43021,49077,54543,59297,60304,60463,60521,60532,60532
14,2138,11336,40393,49349,57928,63298,70316,84573,96445,107944,110717,111072,111138,111160,111160
15,1210,6672,25557,31179,36517,39078,42443,48151,52832,57232,58389,58564,58604,58604,58604
