0,1524,3604,13887,21555,29624,36113,39627,42367,44908,48979,52551,59358,62504,65783,69614
11,1571,4899,20038,29809,41133,50286,55521,59409,63206,69814,75681,85130,90060,95189,101143
12,1722,3616,12768,20093,27552,33742,36845,39285,41708,45757,49105,55599,58890,62456,66433
13,1538,3092,11338,17747,24668,30243,33093,35298,37357,40463,43134,48917,51037,53360,56018
14,1643,4686,19883,30259,40915,48760,54111,58577,62537,69444,75582,85857,91561,96796,103378
15,1085,2868,12024,19271,26366,32104,35085,37395,39212,41474,43780,48929,50807,52753,55202
