0,1128,1128,7196,11474,19362,23630,29177,31793,35126,37887,41206,43998,46594,52567,55356
11,1025,1025,9438,15540,26798,33296,40422,44630,49389,53792,58898,63108,66645,74643,78837
12,1372,1372,6668,10580,17796,21722,26856,29114,32300,34910,38111,40961,43826,49604,52429
13,1191,1191,6185,9634,16369,19869,24674,26678,29467,31611,34234,36388,38570,43928,46128
14,957,957,10109,16114,25925,31271,38370,42452,47294,51831,57139,61674,65812,74042,78413
15,800,800,6453,10380,17673,21492,26899,29106,31689,33517,35758,37503,38814,43375,45173
